time,open,high,low,close,volume
2024-07-16T00:00:00Z,1.0,1.015443079621118,0.992272106649012,1.0107657363802256,
2024-07-17T00:00:00Z,1.0107657363802256,1.031360344567019,0.9774190076817793,0.9812382805546384,
2024-07-18T00:00:00Z,0.9812382805546384,1.0071915606026105,0.9628922230036011,0.9726222631201616,
2024-07-19T00:00:00Z,0.9726222631201616,1.0677148344460459,0.9662915442891246,1.058989576781217,
2024-07-20T00:00:00Z,1.058989576781217,1.075365283843587,1.0411173879632447,1.0650760303717703,
2024-07-21T00:00:00Z,1.0650760303717703,1.0914913039686887,1.0432815676631328,1.0902876967947732,
2024-07-22T00:00:00Z,1.0902876967947732,1.0981841669182457,1.0620884030938924,1.0774645950064516,
2024-07-23T00:00:00Z,1.0774645950064516,1.0805629635193392,1.0139437368444246,1.0277951907189287,
2024-07-24T00:00:00Z,1.0277951907189287,1.0593977067154425,1.0051359287059565,1.0066209059015627,
2024-07-25T00:00:00Z,1.0066209059015627,1.019666881758768,0.9466267966549113,1.0162832919473752,
2024-07-26T00:00:00Z,1.0162832919473752,1.092271357592682,1.0162832919473752,1.0855103448360108,
2024-07-27T00:00:00Z,1.0855103448360108,1.1311851892784497,1.0592980964932934,1.091059750784035,
2024-07-28T00:00:00Z,1.091059750784035,1.0969320315691609,1.063998135087552,1.0955997466871497,
2024-07-29T00:00:00Z,1.0955997466871497,1.1453576708420325,1.0518756798196511,1.0556138768591212,
2024-07-30T00:00:00Z,1.0556138768591212,1.0563973561342879,1.0182619544367737,1.0297828263508915,
2024-07-31T00:00:00Z,1.0297828263508915,1.0479795837110724,0.9820345145103263,0.9861386541328411,
2024-08-01T00:00:00Z,0.9861386541328411,0.9988014017919834,0.912687247078231,0.9988014017919834,
2024-08-02T00:00:00Z,0.9988014017919834,1.002379112085033,0.8849953945199049,0.8849953945199049,
2024-08-03T00:00:00Z,0.8849953945199049,0.9035175634681321,0.8419358140386116,0.8623845794040793,
2024-08-04T00:00:00Z,0.8623845794040793,0.8685465077196038,0.7752578421464896,0.7907403232229515,
2024-08-05T00:00:00Z,0.7907403232229515,0.7907403232229515,0.5744128038415971,0.6773710730607689,
2024-08-06T00:00:00Z,0.6773710730607689,0.7392654161435614,0.6773710730607689,0.7151618934831074,
2024-08-07T00:00:00Z,0.7151618934831074,0.7576114497288113,0.6846454544235615,0.6952468115511006,
2024-08-08T00:00:00Z,0.6952468115511006,0.8372713549312037,0.691865226928191,0.8372713549312037,
2024-08-09T00:00:00Z,0.8372713549312037,0.8618707742837574,0.8043903089837121,0.8357327817377137,
2024-08-10T00:00:00Z,0.8357327817377137,0.8447619476845629,0.8217765674625985,0.8379326311151069,
2024-08-11T00:00:00Z,0.8379326311151069,0.8548765508800761,0.7807292651700389,0.7835740959624292,
2024-08-12T00:00:00Z,0.7835740959624292,0.8211905500281776,0.7623934977960373,0.8008120897371405,
2024-08-13T00:00:00Z,0.8008120897371405,0.8515907260175051,0.77653467959189,0.829847656690512,
2024-08-14T00:00:00Z,0.829847656690512,0.8522488254144609,0.780898377320383,0.7826185429761615,
2024-08-15T00:00:00Z,0.7826185429761615,0.8084362670135319,0.7241029896076024,0.7509327245293858,
2024-08-16T00:00:00Z,0.7509327245293858,0.8072400975393307,0.742140949264684,0.7861089107041384,
2024-08-17T00:00:00Z,0.7861089107041384,0.8025406585975737,0.7836942052603475,0.7958018623342936,
2024-08-18T00:00:00Z,0.7958018623342936,0.8158635589502553,0.7834644407927748,0.7834644407927748,
2024-08-19T00:00:00Z,0.7834644407927748,0.8008847652736361,0.7598155974898733,0.8008847652736361,
2024-08-20T00:00:00Z,0.8008847652736361,0.8449765460173388,0.780779154367694,0.7874482104877032,
2024-08-21T00:00:00Z,0.7874482104877032,0.8552392500522439,0.784098926564528,0.8428606483984815,
2024-08-22T00:00:00Z,0.8428606483984815,0.8486561323304627,0.8142374622799367,0.8238613641301231,
2024-08-23T00:00:00Z,0.8238613641301231,0.9361714729066122,0.8238613641301231,0.9140652305282102,
2024-08-24T00:00:00Z,0.9140652305282102,0.9257664686457185,0.907042395665614,0.9174571237679802,
2024-08-25T00:00:00Z,0.9174571237679802,0.9313033909531097,0.9095289213620656,0.9209502536694825,
2024-08-26T00:00:00Z,0.9209502536694825,0.9240296036563562,0.8802863024833774,0.8802863024833774,
2024-08-27T00:00:00Z,0.8802863024833774,0.8899189307382281,0.7725051630145272,0.7863825184935972,
2024-08-28T00:00:00Z,0.7863825184935972,0.8031295587974894,0.7506234956386377,0.7718449071838378,
2024-08-29T00:00:00Z,0.7718449071838378,0.8256268004029839,0.7712779881965456,0.7817437501622851,
2024-08-30T00:00:00Z,0.7817437501622851,0.7882852070580869,0.7436465034384231,0.7742132604627192,
2024-08-31T00:00:00Z,0.7742132604627192,0.7795548102241602,0.7659765783407824,0.7695056365018732,
2024-09-01T00:00:00Z,0.7695056365018732,0.7712429904770305,0.7233071173604211,0.726639374699928,
2024-09-02T00:00:00Z,0.726639374699928,0.7806669120282289,0.723712709143674,0.7743714359999133,
2024-09-03T00:00:00Z,0.7743714359999133,0.7894062475368554,0.7334272869692651,0.7346530958926842,
2024-09-04T00:00:00Z,0.7346530958926842,0.7520817937408703,0.6931985020787192,0.7403201165809412,
2024-09-05T00:00:00Z,0.7403201165809412,0.7463766481698199,0.6881721391981545,0.6951227631962065,
2024-09-06T00:00:00Z,0.6951227631962065,0.7116674620853808,0.6098098437447028,0.6378501330377058,
2024-09-07T00:00:00Z,0.6378501330377058,0.6596459263425244,0.6365471722653656,0.642898517485001,
2024-09-08T00:00:00Z,0.642898517485001,0.668239110478745,0.6359826945647314,0.6620648702817312,
2024-09-09T00:00:00Z,0.6620648702817312,0.7328007852469024,0.6572921984491581,0.7155219435423616,
2024-09-10T00:00:00Z,0.7155219435423616,0.7354910275427946,0.7013084617192129,0.7284185035964605,
2024-09-11T00:00:00Z,0.7284185035964605,0.7343211331756468,0.6810047992515258,0.7224728108764599,
2024-09-12T00:00:00Z,0.7224728108764599,0.7470197266830689,0.7205994447372807,0.7405207522223206,
2024-09-13T00:00:00Z,0.7405207522223206,0.7976586494313802,0.7300651970838438,0.7976586494313802,
2024-09-14T00:00:00Z,0.7976586494313802,0.7984996421077035,0.7768705276670214,0.7837471904513044,
2024-09-15T00:00:00Z,0.7837471904513044,0.7924681116786955,0.7611800690333136,0.7638600459068828,
2024-09-16T00:00:00Z,0.7638600459068828,0.7649616700903443,0.7230404663169837,0.7404340803680268,
2024-09-17T00:00:00Z,0.7404340803680268,0.8137048173220911,0.7268528575316202,0.7935094442793006,
2024-09-18T00:00:00Z,0.7935094442793006,0.8211465112697981,0.7695622675792959,0.8211465112697981,
2024-09-19T00:00:00Z,0.8211465112697981,0.8804670654667064,0.8211465112697981,0.8598943310294568,
2024-09-20T00:00:00Z,0.8598943310294568,0.8879238921173374,0.8479450770602884,0.8659562572840593,
2024-09-21T00:00:00Z,0.8659562572840593,0.8704375266679404,0.8564558060156894,0.8704375266679404,
2024-09-22T00:00:00Z,0.8704375266679404,0.8836230537000916,0.8494268031273143,0.8754875852076723,
2024-09-23T00:00:00Z,0.8754875852076723,0.904883542379352,0.8635879410719759,0.8675813074906162,
2024-09-24T00:00:00Z,0.8675813074906162,0.9000344568081551,0.8540421700163602,0.8933642647525659,
2024-09-25T00:00:00Z,0.8933642647525659,0.900654324428853,0.8588055233740393,0.8588479473016307,
2024-09-26T00:00:00Z,0.8588479473016307,0.9267712372573552,0.8542346528990404,0.9133202130640594,
2024-09-27T00:00:00Z,0.9133202130640594,0.9469020526078952,0.9085718679203061,0.9307850484023277,
2024-09-28T00:00:00Z,0.9307850484023277,0.9421386789411681,0.9214100345809196,0.9296676858953222,
